year,prov,gdp,id,island,primary,secondary,tertiary,agri_gdp,constr_gdp,manuf_gdp,utilities_gdp,sec_gdp,tert_gdp,tsunami_aceh,aceh_northsumatra,tsunami_sumatra,log_cap_gr,tsunami_sumatra_alt,tsunami_sumatra_alternative,region,district_type,longitude,latitude,noncoastal,log_gr,tsunami_yrs,region2,tsunami_aceh1,tsunami_aceh2,tsunami_aceh3,tsunami_sumatra1,tsunami_sumatra2,tsunami_sumatra3,aceh_treat1,aceh_treat2,aceh_treat3,sumatra_treat1,sumatra_treat2,sumatra_treat3,non_tsunami_yrs,aceh_lead1,aceh_lead2,aceh_lead3,sumatra_lead1,sumatra_lead2,sumatra_lead3,sumatra_treat1_05,sumatra_treat1_06,sumatra_treat1_07,sumatra_treat1_08,sumatra_treat1_09,sumatra_treat1_10,sumatra_treat1_11,sumatra_treat1_12,aceh_treat1_05,aceh_treat1_06,aceh_treat1_07,aceh_treat1_08,aceh_treat1_09,aceh_treat1_10,aceh_treat1_11,aceh_treat1_12,sumatra_treat2_05,sumatra_treat2_06,sumatra_treat2_07,sumatra_treat2_08,sumatra_treat2_09,sumatra_treat2_10,sumatra_treat2_11,sumatra_treat2_12,aceh_treat2_05,aceh_treat2_06,aceh_treat2_07,aceh_treat2_08,aceh_treat2_09,aceh_treat2_10,aceh_treat2_11,aceh_treat2_12,sumatra_treat3_05,sumatra_treat3_06,sumatra_treat3_07,sumatra_treat3_08,sumatra_treat3_09,sumatra_treat3_10,sumatra_treat3_11,sumatra_treat3_12,aceh_treat3_05,aceh_treat3_06,aceh_treat3_07,aceh_treat3_08,aceh_treat3_09,aceh_treat3_10,aceh_treat3_11,aceh_treat3_12,sumatra_lead1_00,sumatra_lead1_01,sumatra_lead1_02,sumatra_lead1_03,sumatra_lead1_04,aceh_lead1_00,aceh_lead1_01,aceh_lead1_02,aceh_lead1_03,aceh_lead1_04,sumatra_lead2_00,sumatra_lead2_01,sumatra_lead2_02,sumatra_lead2_03,sumatra_lead2_04,aceh_lead2_00,aceh_lead2_01,aceh_lead2_02,aceh_lead2_03,aceh_lead2_04,sumatra_lead3_00,sumatra_lead3_01,sumatra_lead3_02,sumatra_lead3_03,sumatra_lead3_04,aceh_lead3_00,aceh_lead3_01,aceh_lead3_02,aceh_lead3_03,aceh_lead3_04,region_year
2000,Sumatera Utara,172.2089585,448,Sumatra,114.66499,7.2803068,50.613365,66.334984,3.1167722,.8084932,.30233523,4.2276006,29.390669,,1,not Tsunami stricken in Aceh & N.Sumatra,.03078391,0,,Tanah Karo,Kab,98.299248,3.1226799,1,.025556333,0,115,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000
2008,Sumatera Utara,246.91384654,448,Sumatra,146.01122,11.558294,90.020279,58.801559,3.5875506,.7906791,.30287454,4.6811042,36.458172,,1,not Tsunami stricken in Aceh & N.Sumatra,.023904672,0,0,Tanah Karo,Kab,98.299248,3.1226799,1,.050616127,1,115,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230920
2009,Sumatera Utara,259.64152,448,Sumatra,152.88736,12.04416,95.467682,58.532509,3.5776095,.76049471,.3006607,4.6387649,36.769035,,1,not Tsunami stricken in Aceh & N.Sumatra,.023633406,0,0,Tanah Karo,Kab,98.299248,3.1226799,1,.050262433,1,115,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231035
2003,Sumatera Utara,196.64260674,448,Sumatra,123.33298,9.0279179,64.763641,62.419891,3.4741426,.80144346,.31544226,4.5910282,32.934692,,1,not Tsunami stricken in Aceh & N.Sumatra,.0194933,0,,Tanah Karo,Kab,98.299248,3.1226799,1,.053205989,0,115,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230345
1999,Lampung,182.5617129872645,453,Sumatra,,,,,,,,,,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,,0,,Tanggamus,Kab,104.72202,-5.4149199,0,,0,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231884
2003,Lampung,206.56931518,453,Sumatra,120.95525,23.203886,62.410179,56.826458,5.4200974,5.6266217,.18625896,11.232978,30.212706,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.021613561,0,,Tanggamus,Kab,104.72202,-5.4149199,0,.031565007,0,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232348
2009,Lampung,286.00616,453,Sumatra,163.09964,24.86404,98.04248,55.924229,4.3158021,3.8556373,.52209365,8.6935329,34.27985,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,-.00011873538,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.02828555,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233044
2001,Lampung,188.77138,453,Sumatra,106.76427,22.593468,59.413647,54.732048,5.8643069,5.9454818,.1589043,11.968694,31.473864,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,-.0050501628,0,,Tanggamus,Kab,104.72202,-5.4149199,0,.0079893814,0,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232116
2010,Lampung,192.9993,453,Sumatra,120.53672,16.213039,56.248718,60.685745,4.4488349,3.5583031,.39343148,8.400569,29.14452,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.072161734,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,-.39332679,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233160
2008,Lampung,278.02966002,453,Sumatra,164.96365,28.018724,85.047279,57.871246,4.2501945,5.7019205,.12548791,10.077602,30.589283,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.080842257,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.085870683,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232928
2006,Lampung,236.868972,453,Sumatra,142.06577,24.3127,70.490509,58.351803,4.9026361,5.211257,.15030502,10.264198,29.759283,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.038122952,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.043578777,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232696
2004,Lampung,216.63626658,453,Sumatra,127.6493,23.756678,65.230293,57.244595,5.2467766,5.5480809,.17130211,10.966159,30.110514,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.042086627,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.047583733,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232464
2007,Lampung,255.151405,453,Sumatra,151.39803,25.679186,78.074181,57.767826,4.9445324,4.9778962,.14186484,10.064293,30.599157,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.069091879,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.074349985,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232812
2005,Lampung,226.7681997,453,Sumatra,134.51845,24.040886,68.208855,57.657051,5.0353603,5.3995743,.16659002,10.601524,30.078669,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.040286668,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.045708593,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232580
2002,Lampung,200.1507865,453,Sumatra,115.72678,23.304867,61.119141,56.076191,5.7659292,5.713501,.16422468,11.643655,30.536549,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.070537046,0,,Tanggamus,Kab,104.72202,-5.4149199,0,.058534361,0,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232232
2012,Lampung,218.69728,453,Sumatra,132.63664,20.113779,65.946861,58.444191,5.2192693,3.5949967,.38282141,9.1970873,30.154404,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.052986097,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.062848188,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233392
2011,Lampung,205.37556,453,Sumatra,126.67278,17.96456,60.73904,59.543716,4.7824388,3.5774462,.38729048,8.7471752,29.574619,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.049690131,0,0,Tanggamus,Kab,104.72202,-5.4149199,0,.062153742,1,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233276
2000,Lampung,187.269222,453,Sumatra,107.61066,22.867071,56.791492,55.660069,6.0963507,5.9433069,.17114282,12.2108,30.326122,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.012247205,0,,Tanggamus,Kab,104.72202,-5.4149199,0,.025459003,0,116,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232000
2001,Sumatera Utara,74.85666225,454,Sumatra,19.821886,21.858913,33.175865,25.423647,6.3375311,22.268394,.59510159,29.201027,44.319187,,1,not Tsunami stricken in Aceh & N.Sumatra,-.022031464,0,,Tanjung Balai,Kota,99.781639,2.9417601,0,.031594496,0,117,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234117
2011,Sumatera Utara,120.09392,454,Sumatra,29.367479,32.09726,58.628361,21.562107,8.4462223,17.689272,.59130388,26.726799,48.81876,,1,not Tsunami stricken in Aceh & N.Sumatra,.036701243,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.047449704,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235287
2002,Sumatera Utara,78.928213375,454,Sumatra,20.942751,23.061703,34.923759,25.283598,6.6528854,21.978685,.58700883,29.21858,44.247498,,1,not Tsunami stricken in Aceh & N.Sumatra,.035828423,0,,Tanjung Balai,Kota,99.781639,2.9417601,0,.052963633,0,117,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234234
2003,Sumatera Utara,84.8422676,454,Sumatra,22.254211,24.214676,38.373379,24.821318,6.5478711,21.424719,.56822723,28.540817,45.22908,,1,not Tsunami stricken in Aceh & N.Sumatra,.053038765,0,,Tanjung Balai,Kota,99.781639,2.9417601,0,.072255112,0,117,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234351
2012,Sumatera Utara,126.08074,454,Sumatra,30.52368,33.03862,62.51844,21.215294,8.3163691,17.29027,.59769636,26.204336,49.586037,,1,not Tsunami stricken in Aceh & N.Sumatra,.041875035,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.048648391,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235404
2008,Sumatera Utara,104.8142819,454,Sumatra,26.742168,29.097334,48.974781,23.122488,8.0736036,19.142889,.54435498,27.760849,46.725292,,1,not Tsunami stricken in Aceh & N.Sumatra,.016051622,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.039210059,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234936
2004,Sumatera Utara,89.89120604,454,Sumatra,23.146862,25.854414,40.889931,24.153595,6.9594636,21.24716,.55527186,28.761894,45.488243,,1,not Tsunami stricken in Aceh & N.Sumatra,.032707587,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.057806261,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234468
2006,Sumatera Utara,96.89820075,454,Sumatra,24.674166,28.412222,43.811817,23.460659,7.6264977,21.14793,.54729545,29.321722,45.214272,,1,not Tsunami stricken in Aceh & N.Sumatra,.010287462,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.03474535,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234702
2000,Sumatera Utara,72.52857462500001,454,Sumatra,20.150518,20.382069,31.995989,26.88192,6.0063267,21.557417,.53837961,28.102121,44.115013,,1,not Tsunami stricken in Aceh & N.Sumatra,-.095823511,0,,Tanjung Balai,Kota,99.781639,2.9417601,0,.025556333,0,117,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234000
2007,Sumatera Utara,100.78403725,454,Sumatra,25.634016,28.882082,46.267937,23.228035,7.9010735,20.213442,.54288125,28.657398,45.908001,,1,not Tsunami stricken in Aceh & N.Sumatra,.015182364,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.039319031,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234819
2009,Sumatera Utara,109.33388,454,Sumatra,27.390459,29.778299,52.164299,22.450388,8.2297087,18.456657,.54974723,27.236113,47.71101,,1,not Tsunami stricken in Aceh & N.Sumatra,.019140098,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.042216279,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235053
2005,Sumatera Utara,93.58925679999999,454,Sumatra,23.958248,27.420546,42.210464,23.775658,7.4475322,21.301331,.5499537,29.298817,45.101826,,1,not Tsunami stricken in Aceh & N.Sumatra,.015352076,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.040315483,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234585
2010,Sumatera Utara,114.52858,454,Sumatra,28.299841,31.06078,55.168781,21.89319,8.4413862,18.104233,.57493073,27.120548,48.170319,,1,not Tsunami stricken in Aceh & N.Sumatra,.12756345,0,0,Tanjung Balai,Kota,99.781639,2.9417601,0,.046418078,1,117,,,,not Tsunami stricken,,Others,,,,0,,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235170
1999,Sumatera Utara,70.69849490705391,454,Sumatra,,,,,,,,,,,1,not Tsunami stricken in Aceh & N.Sumatra,,0,,Tanjung Balai,Kota,99.781639,2.9417601,0,,0,117,,,,not Tsunami stricken,,Others,,,,0,,0,1,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233883
2000,Jambi,91.50430225,455,Sumatra,22.650122,40.277321,28.62752,23.858959,.54954982,43.128098,.33921042,44.016861,31.285435,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.068314791,0,,Tanjung Jabung Barat,Kab,103.13626,-1.07847,0,.027447632,0,118,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236000
1999,Jambi,89.02688106458254,455,Sumatra,,,,,,,,,,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,,0,,Tanjung Jabung Barat,Kab,103.13626,-1.07847,0,,0,118,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235882
2005,Jambi,118.84514938,455,Sumatra,45.290951,46.861538,40.545113,25.402214,1.0787128,37.848511,.50353092,39.430752,34.115917,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.043821834,0,0,Tanjung Jabung Barat,Kab,103.13626,-1.07847,0,.065709859,1,118,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236590
2006,Jambi,126.71844375,455,Sumatra,49.641171,49.695221,43.851871,25.690096,1.1939423,37.494488,.52861011,39.217037,34.605751,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.042643853,0,0,Tanjung Jabung Barat,Kab,103.13626,-1.07847,0,.064146265,1,118,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236708
2009,Jambi,153.0899,455,Sumatra,63.112122,56.906361,54.30286,27.121241,1.524947,35.083961,.56295025,37.17186,35.471222,Rest of Sumatra (w/o North Sumatra),,Rest of Sumatra,.042867471,0,0,Tanjung Jabung Barat,Kab,103.13626,-1.07847,0,.063416958,1,118,,Rest of Sumatra,Others,,Rest of Sumatra,Others,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237062
